iteration,C_train,C_test,train_error,test_error
1.0,2.4807,2.2723,0.8408,0.8385
2.0,2.4799,2.2714,0.8406,0.8384
3.0,2.4791,2.2707,0.8368,0.8358
4.0,2.4779,2.2695,0.8329,0.832
5.0,2.4767,2.2683,0.8311,0.83
6.0,2.476,2.2675,0.8341,0.8327
7.0,2.4748,2.2664,0.8328,0.8313
8.0,2.474,2.2656,0.8326,0.8297
9.0,2.4732,2.2647,0.8269,0.8246
10.0,2.4724,2.264,0.8266,0.8237
11.0,2.4714,2.263,0.825,0.8223
12.0,2.4707,2.2623,0.8218,0.8196
13.0,2.4697,2.2613,0.8265,0.8234
14.0,2.4686,2.2602,0.8347,0.8316
15.0,2.4678,2.2594,0.8297,0.8262
16.0,2.4667,2.2583,0.8233,0.8201
17.0,2.4658,2.2574,0.8253,0.8209
18.0,2.4646,2.2562,0.8226,0.8171
19.0,2.4638,2.2554,0.8172,0.8137
20.0,2.4629,2.2545,0.8085,0.8039
21.0,2.4619,2.2536,0.803,0.7994
22.0,2.461,2.2526,0.8038,0.7999
23.0,2.4601,2.2517,0.8025,0.7982
24.0,2.4592,2.2509,0.7959,0.7911
25.0,2.4582,2.2499,0.7804,0.7748
26.0,2.4573,2.2489,0.7786,0.7724
27.0,2.4563,2.2479,0.7771,0.7714
28.0,2.4551,2.2467,0.7623,0.7589
29.0,2.4542,2.2458,0.7624,0.7573
30.0,2.4531,2.2448,0.7646,0.7587
31.0,2.4522,2.2438,0.7572,0.7529
32.0,2.4511,2.2427,0.7524,0.747
33.0,2.4502,2.2419,0.7573,0.7526
34.0,2.4494,2.241,0.7559,0.751
35.0,2.4484,2.24,0.75,0.7457
36.0,2.4474,2.239,0.7491,0.7455
37.0,2.4462,2.2378,0.7512,0.7467
38.0,2.4451,2.2368,0.7579,0.7529
39.0,2.4441,2.2357,0.7638,0.7586
40.0,2.4431,2.2348,0.763,0.7589
41.0,2.4421,2.2338,0.7618,0.757
42.0,2.4411,2.2328,0.7582,0.752
43.0,2.4402,2.2318,0.7585,0.7531
44.0,2.4392,2.2309,0.7559,0.7498
45.0,2.4383,2.2299,0.7484,0.7417
46.0,2.4372,2.2288,0.7479,0.7406
47.0,2.4363,2.228,0.7502,0.744
48.0,2.4355,2.2271,0.7488,0.744
49.0,2.4345,2.2261,0.7394,0.7328
50.0,2.4334,2.2251,0.7376,0.7309
51.0,2.4325,2.2241,0.7334,0.7276
52.0,2.4315,2.2231,0.734,0.7284
53.0,2.4305,2.2221,0.7312,0.7255
54.0,2.4294,2.221,0.7316,0.7261
55.0,2.4284,2.22,0.7328,0.728
56.0,2.4274,2.219,0.7314,0.7286
57.0,2.4266,2.2182,0.7284,0.7256
58.0,2.4256,2.2172,0.7269,0.7233
59.0,2.4246,2.2162,0.7271,0.7217
60.0,2.4236,2.2152,0.7222,0.7163
61.0,2.4225,2.2141,0.721,0.7172
62.0,2.4215,2.2131,0.7226,0.7198
63.0,2.4205,2.2121,0.7199,0.7159
64.0,2.4196,2.2111,0.7196,0.7166
65.0,2.4186,2.2102,0.7187,0.7171
66.0,2.4176,2.2092,0.7173,0.7148
67.0,2.4165,2.208,0.7215,0.7203
68.0,2.4155,2.207,0.7205,0.7188
69.0,2.4144,2.206,0.7151,0.7126
70.0,2.4135,2.2051,0.7169,0.7151
71.0,2.4126,2.2041,0.7144,0.7119
72.0,2.4116,2.2031,0.7119,0.7075
73.0,2.4108,2.2023,0.712,0.7099
74.0,2.4097,2.2012,0.709,0.7074
75.0,2.4086,2.2001,0.7103,0.7078
76.0,2.4075,2.199,0.7047,0.7012
77.0,2.4065,2.198,0.7049,0.7043
78.0,2.4054,2.1969,0.7004,0.6996
79.0,2.4045,2.1959,0.7002,0.6975
80.0,2.4035,2.195,0.6973,0.6956
81.0,2.4025,2.194,0.6905,0.6855
82.0,2.4014,2.1929,0.6969,0.6952
83.0,2.4003,2.1918,0.6903,0.6895
84.0,2.3991,2.1905,0.6887,0.6845
85.0,2.398,2.1894,0.6873,0.6844
86.0,2.3969,2.1884,0.6876,0.687
87.0,2.3959,2.1873,0.6828,0.6809
88.0,2.3949,2.1863,0.6793,0.6771
89.0,2.3937,2.1851,0.6763,0.674
90.0,2.3927,2.184,0.6806,0.68
91.0,2.3916,2.183,0.6793,0.6774
92.0,2.3905,2.1819,0.6679,0.666
93.0,2.3895,2.1808,0.6685,0.6657
94.0,2.3884,2.1798,0.6706,0.6684
95.0,2.3872,2.1785,0.6684,0.6649
96.0,2.3861,2.1774,0.6577,0.6544
97.0,2.3851,2.1764,0.6622,0.6572
98.0,2.384,2.1753,0.6604,0.6561
