iteration,C_train,C_test,train_error,test_error
1.0,2.5201,2.3128,0.9306,0.9317
2.0,2.5201,2.3128,0.9305,0.9317
3.0,2.5201,2.3128,0.9306,0.9317
4.0,2.5201,2.3128,0.9307,0.9316
5.0,2.5201,2.3128,0.9306,0.9315
6.0,2.5201,2.3128,0.931,0.9321
7.0,2.5201,2.3128,0.931,0.9323
8.0,2.5201,2.3128,0.9312,0.932
9.0,2.52,2.3128,0.9312,0.9319
10.0,2.52,2.3127,0.9311,0.9316
11.0,2.52,2.3127,0.9311,0.9319
12.0,2.52,2.3127,0.9312,0.9319
13.0,2.52,2.3127,0.9313,0.9321
14.0,2.52,2.3127,0.9315,0.9324
15.0,2.52,2.3127,0.9315,0.9332
16.0,2.52,2.3127,0.9318,0.9339
17.0,2.52,2.3127,0.9318,0.9334
18.0,2.5199,2.3127,0.9318,0.9324
19.0,2.5199,2.3126,0.9318,0.9324
20.0,2.5199,2.3126,0.9316,0.9322
21.0,2.5199,2.3126,0.9312,0.9324
22.0,2.5199,2.3126,0.9312,0.9326
23.0,2.5199,2.3126,0.9314,0.9328
24.0,2.5199,2.3126,0.9314,0.9323
25.0,2.5198,2.3126,0.9312,0.9321
26.0,2.5198,2.3126,0.931,0.9322
27.0,2.5198,2.3125,0.931,0.9319
28.0,2.5198,2.3125,0.9313,0.9324
29.0,2.5198,2.3125,0.9313,0.9328
30.0,2.5198,2.3125,0.9313,0.9325
31.0,2.5198,2.3125,0.9316,0.9332
32.0,2.5198,2.3125,0.9312,0.9323
33.0,2.5197,2.3125,0.9305,0.9319
34.0,2.5197,2.3124,0.9307,0.932
35.0,2.5197,2.3124,0.9307,0.9321
36.0,2.5197,2.3124,0.9312,0.933
37.0,2.5197,2.3124,0.9315,0.9328
38.0,2.5197,2.3124,0.9308,0.9322
39.0,2.5197,2.3124,0.931,0.9325
40.0,2.5197,2.3124,0.9312,0.9326
41.0,2.5196,2.3124,0.9312,0.9327
42.0,2.5196,2.3124,0.9314,0.933
43.0,2.5196,2.3123,0.9314,0.9334
44.0,2.5196,2.3123,0.9318,0.9338
45.0,2.5196,2.3123,0.9315,0.9331
46.0,2.5196,2.3123,0.9316,0.9341
47.0,2.5196,2.3123,0.9315,0.934
48.0,2.5196,2.3123,0.9315,0.9336
49.0,2.5195,2.3123,0.9314,0.9335
50.0,2.5195,2.3123,0.9316,0.9339
51.0,2.5195,2.3122,0.9316,0.9338
52.0,2.5195,2.3122,0.932,0.934
53.0,2.5195,2.3122,0.9327,0.9343
54.0,2.5195,2.3122,0.9326,0.9342
55.0,2.5195,2.3122,0.9327,0.9342
56.0,2.5195,2.3122,0.9327,0.9345
57.0,2.5194,2.3122,0.9327,0.9344
58.0,2.5194,2.3122,0.9328,0.9342
59.0,2.5194,2.3122,0.9331,0.9346
60.0,2.5194,2.3121,0.9332,0.9349
61.0,2.5194,2.3121,0.9335,0.9349
62.0,2.5194,2.3121,0.9331,0.9349
63.0,2.5194,2.3121,0.933,0.9341
64.0,2.5194,2.3121,0.9329,0.9339
65.0,2.5194,2.3121,0.9329,0.9343
66.0,2.5194,2.3121,0.9327,0.9342
67.0,2.5193,2.3121,0.9324,0.9342
68.0,2.5193,2.3121,0.9323,0.9341
69.0,2.5193,2.3121,0.9325,0.9339
70.0,2.5193,2.312,0.9315,0.9336
71.0,2.5193,2.312,0.9312,0.9334
72.0,2.5193,2.312,0.9306,0.9323
73.0,2.5193,2.312,0.9304,0.9325
74.0,2.5193,2.312,0.9305,0.9323
75.0,2.5193,2.312,0.9304,0.9325
76.0,2.5192,2.312,0.9304,0.9323
77.0,2.5192,2.312,0.9304,0.9325
78.0,2.5192,2.312,0.93,0.932
79.0,2.5192,2.3119,0.9295,0.9317
80.0,2.5192,2.3119,0.9294,0.9315
