iteration,C_train,C_test,train_error,test_error
1.0,2.5236,2.315,0.9076,0.9075
2.0,2.5222,2.3137,0.9092,0.9092
3.0,2.5209,2.3124,0.9087,0.9089
4.0,2.5194,2.3109,0.9078,0.908
5.0,2.5183,2.3098,0.9062,0.9062
6.0,2.5168,2.3084,0.9058,0.9053
7.0,2.5153,2.3069,0.9062,0.9059
8.0,2.5138,2.3054,0.9076,0.9071
9.0,2.5121,2.3038,0.9078,0.9084
10.0,2.5108,2.3024,0.9072,0.9084
11.0,2.5096,2.3013,0.9031,0.9036
12.0,2.5082,2.2999,0.8994,0.9005
13.0,2.5071,2.2989,0.8963,0.895
14.0,2.5062,2.2979,0.894,0.8921
15.0,2.5048,2.2966,0.8875,0.8862
16.0,2.5037,2.2955,0.8862,0.884
17.0,2.5026,2.2944,0.8777,0.8762
18.0,2.5015,2.2933,0.8723,0.8713
19.0,2.5004,2.2922,0.8738,0.8735
20.0,2.499,2.2908,0.8682,0.8686
21.0,2.4977,2.2896,0.8674,0.8664
22.0,2.4966,2.2885,0.864,0.8631
23.0,2.4955,2.2874,0.8622,0.8623
24.0,2.4942,2.2861,0.8607,0.8602
25.0,2.493,2.285,0.8569,0.8555
26.0,2.4915,2.2835,0.8454,0.8461
27.0,2.4905,2.2825,0.843,0.8444
28.0,2.4895,2.2815,0.8429,0.8446
29.0,2.4881,2.2801,0.8352,0.8362
30.0,2.4871,2.2791,0.832,0.834
31.0,2.4861,2.2781,0.8269,0.8265
32.0,2.4851,2.2771,0.8235,0.8241
33.0,2.4838,2.2759,0.8183,0.819
34.0,2.4829,2.275,0.816,0.818
35.0,2.4819,2.274,0.8158,0.8179
36.0,2.4807,2.2728,0.812,0.8132
37.0,2.4797,2.2718,0.8083,0.8079
38.0,2.4786,2.2707,0.805,0.8047
39.0,2.4775,2.2697,0.8024,0.8029
40.0,2.4765,2.2687,0.801,0.8028
41.0,2.4755,2.2677,0.7985,0.7996
42.0,2.4745,2.2666,0.7969,0.7987
43.0,2.4734,2.2656,0.7962,0.7994
44.0,2.4724,2.2646,0.7932,0.7947
45.0,2.4716,2.2638,0.793,0.7953
46.0,2.4703,2.2625,0.7888,0.7903
47.0,2.4691,2.2613,0.7854,0.787
48.0,2.4682,2.2604,0.7808,0.7832
49.0,2.4675,2.2597,0.7788,0.7824
50.0,2.4663,2.2585,0.7792,0.781
51.0,2.4652,2.2574,0.776,0.7791
52.0,2.464,2.2562,0.7737,0.7774
53.0,2.4629,2.2552,0.7708,0.7781
54.0,2.4619,2.2541,0.7671,0.7738
55.0,2.4608,2.253,0.7653,0.7724
56.0,2.4597,2.2519,0.7642,0.7715
57.0,2.4588,2.251,0.7599,0.7671
58.0,2.4577,2.2499,0.759,0.7668
59.0,2.4566,2.2489,0.7566,0.7644
60.0,2.4557,2.248,0.7572,0.7641
61.0,2.4549,2.2472,0.7572,0.7644
62.0,2.4541,2.2464,0.7566,0.7625
63.0,2.4531,2.2454,0.7541,0.7607
64.0,2.452,2.2443,0.7521,0.759
65.0,2.4511,2.2434,0.7503,0.7568
66.0,2.4501,2.2424,0.7495,0.7568
67.0,2.4492,2.2414,0.7475,0.7534
68.0,2.4485,2.2407,0.7424,0.7494
69.0,2.4473,2.2396,0.7389,0.7456
70.0,2.4461,2.2384,0.7364,0.7437
71.0,2.4452,2.2374,0.7351,0.7411
72.0,2.444,2.2363,0.7252,0.7329
73.0,2.4432,2.2354,0.7219,0.7266
74.0,2.4421,2.2344,0.7143,0.7182
75.0,2.4412,2.2335,0.7146,0.7192
76.0,2.4403,2.2326,0.7099,0.7131
77.0,2.4394,2.2317,0.7054,0.7099
