iteration,C_train,C_test,train_error,test_error
1.0,2.5373,2.3272,0.9059,0.9046
2.0,2.5369,2.3268,0.9059,0.9046
3.0,2.5365,2.3264,0.906,0.9049
4.0,2.5359,2.3259,0.906,0.9045
5.0,2.5356,2.3256,0.9058,0.9045
6.0,2.5353,2.3253,0.9057,0.9045
7.0,2.5348,2.3248,0.9055,0.9044
8.0,2.5343,2.3244,0.9056,0.9043
9.0,2.5338,2.3239,0.9055,0.9044
10.0,2.5335,2.3236,0.9054,0.9043
11.0,2.5332,2.3232,0.9054,0.9041
12.0,2.5329,2.3229,0.9053,0.9037
13.0,2.5323,2.3224,0.9051,0.9037
14.0,2.5318,2.322,0.9053,0.9042
15.0,2.5314,2.3216,0.905,0.9039
16.0,2.5311,2.3213,0.9049,0.9035
17.0,2.5308,2.321,0.9049,0.9034
18.0,2.5303,2.3205,0.9046,0.9034
19.0,2.5298,2.32,0.9042,0.9033
20.0,2.5294,2.3196,0.9042,0.9033
21.0,2.5289,2.3192,0.9039,0.903
22.0,2.5285,2.3188,0.9038,0.9029
23.0,2.5282,2.3185,0.9039,0.9028
24.0,2.5277,2.318,0.9036,0.9025
25.0,2.5274,2.3177,0.9038,0.903
26.0,2.5269,2.3172,0.9038,0.9032
27.0,2.5265,2.3169,0.9035,0.9029
28.0,2.5262,2.3165,0.9033,0.9026
29.0,2.5258,2.3162,0.9033,0.9024
30.0,2.5255,2.3159,0.9032,0.9024
31.0,2.5251,2.3155,0.9029,0.9022
32.0,2.5247,2.3151,0.9028,0.9019
33.0,2.5243,2.3147,0.9022,0.9015
34.0,2.5239,2.3144,0.902,0.9014
35.0,2.5235,2.314,0.9016,0.901
36.0,2.5231,2.3136,0.9011,0.9005
37.0,2.5229,2.3133,0.9011,0.9005
38.0,2.5225,2.313,0.9004,0.8998
39.0,2.5221,2.3126,0.8998,0.8996
40.0,2.5218,2.3123,0.8998,0.8996
41.0,2.5214,2.3119,0.8992,0.899
42.0,2.521,2.3116,0.8989,0.8985
43.0,2.5207,2.3113,0.8986,0.898
44.0,2.5203,2.3109,0.8977,0.8968
45.0,2.5198,2.3104,0.8968,0.8955
46.0,2.5195,2.3102,0.8967,0.8954
47.0,2.5191,2.3097,0.8963,0.895
48.0,2.5187,2.3093,0.8949,0.8933
49.0,2.5182,2.3089,0.8943,0.8924
50.0,2.518,2.3087,0.894,0.8919
51.0,2.5176,2.3083,0.8928,0.8909
52.0,2.5172,2.3079,0.892,0.8901
53.0,2.5168,2.3076,0.8907,0.8888
54.0,2.5165,2.3073,0.891,0.8892
55.0,2.5161,2.3069,0.8904,0.8889
56.0,2.5158,2.3065,0.8894,0.8881
57.0,2.5155,2.3063,0.8896,0.888
58.0,2.5151,2.3059,0.8882,0.8872
59.0,2.5149,2.3056,0.8882,0.8873
60.0,2.5145,2.3053,0.8879,0.8871
61.0,2.5142,2.305,0.8872,0.8858
62.0,2.5139,2.3047,0.8865,0.8856
63.0,2.5136,2.3044,0.8854,0.884
64.0,2.5133,2.3041,0.8853,0.8838
65.0,2.513,2.3038,0.8847,0.8834
66.0,2.5126,2.3035,0.8839,0.8826
67.0,2.5123,2.3031,0.8834,0.8818
68.0,2.512,2.3029,0.8829,0.881
69.0,2.5117,2.3026,0.8825,0.8806
70.0,2.5114,2.3023,0.882,0.8806
71.0,2.5111,2.302,0.8807,0.8797
72.0,2.5107,2.3016,0.8799,0.8786
73.0,2.5102,2.3012,0.8778,0.8774
74.0,2.5099,2.3009,0.8768,0.8761
75.0,2.5097,2.3006,0.8775,0.8769
76.0,2.5094,2.3004,0.8773,0.8767
77.0,2.509,2.3,0.8756,0.8752
78.0,2.5088,2.2998,0.8762,0.8756
79.0,2.5085,2.2995,0.8758,0.8753
80.0,2.508,2.299,0.8727,0.8717
81.0,2.5076,2.2986,0.8711,0.8696
82.0,2.5074,2.2984,0.8694,0.868
83.0,2.5071,2.2981,0.8694,0.8678
84.0,2.5067,2.2978,0.8679,0.8668
