iteration,C_train,C_test,train_error,test_error
1.0,2.4982,2.291,0.8636,0.8631
2.0,2.4982,2.291,0.8636,0.8631
3.0,2.4982,2.291,0.8635,0.8632
4.0,2.4982,2.291,0.8635,0.8633
5.0,2.4982,2.291,0.8635,0.8633
6.0,2.4982,2.291,0.8635,0.8633
7.0,2.4982,2.291,0.8635,0.8632
8.0,2.4982,2.291,0.8635,0.8633
9.0,2.4982,2.291,0.8634,0.8632
10.0,2.4982,2.291,0.8635,0.8632
11.0,2.4982,2.291,0.8634,0.8632
12.0,2.4982,2.291,0.8634,0.8632
13.0,2.4982,2.291,0.8634,0.8632
14.0,2.4982,2.291,0.8634,0.8632
15.0,2.4982,2.291,0.8634,0.8632
16.0,2.4982,2.291,0.8633,0.8632
17.0,2.4982,2.291,0.8634,0.8632
18.0,2.4982,2.291,0.8634,0.8633
19.0,2.4982,2.291,0.8634,0.8632
20.0,2.4982,2.291,0.8634,0.8632
21.0,2.4981,2.291,0.8634,0.8632
22.0,2.4981,2.291,0.8635,0.8632
23.0,2.4981,2.291,0.8635,0.8632
24.0,2.4981,2.291,0.8635,0.8631
25.0,2.4981,2.291,0.8634,0.8631
26.0,2.4981,2.291,0.8635,0.863
27.0,2.4981,2.291,0.8634,0.8631
28.0,2.4981,2.291,0.8634,0.863
29.0,2.4981,2.291,0.8635,0.8629
30.0,2.4981,2.291,0.8635,0.863
31.0,2.4981,2.291,0.8635,0.8629
32.0,2.4981,2.291,0.8635,0.8629
33.0,2.4981,2.2909,0.8635,0.8629
34.0,2.4981,2.2909,0.8634,0.8629
35.0,2.4981,2.2909,0.8635,0.863
36.0,2.4981,2.2909,0.8634,0.863
37.0,2.4981,2.2909,0.8635,0.8629
38.0,2.4981,2.2909,0.8635,0.8629
39.0,2.4981,2.2909,0.8635,0.863
40.0,2.4981,2.2909,0.8635,0.863
41.0,2.4981,2.2909,0.8635,0.8629
42.0,2.4981,2.2909,0.8635,0.863
43.0,2.4981,2.2909,0.8635,0.8629
44.0,2.4981,2.2909,0.8634,0.8631
45.0,2.4981,2.2909,0.8634,0.8629
46.0,2.4981,2.2909,0.8634,0.8629
47.0,2.4981,2.2909,0.8634,0.8629
48.0,2.4981,2.2909,0.8635,0.8629
49.0,2.4981,2.2909,0.8634,0.8629
50.0,2.4981,2.2909,0.8635,0.863
51.0,2.4981,2.2909,0.8635,0.8628
52.0,2.4981,2.2909,0.8635,0.8628
53.0,2.4981,2.2909,0.8635,0.8629
54.0,2.4981,2.2909,0.8636,0.8627
55.0,2.4981,2.2909,0.8634,0.8627
56.0,2.4981,2.2909,0.8635,0.8627
57.0,2.4981,2.2909,0.8635,0.8627
58.0,2.4981,2.2909,0.8634,0.8626
59.0,2.4981,2.2909,0.8635,0.8627
60.0,2.4981,2.2909,0.8635,0.8626
61.0,2.4981,2.2909,0.8635,0.8627
62.0,2.4981,2.2909,0.8635,0.8626
63.0,2.4981,2.2909,0.8636,0.8627
64.0,2.4981,2.2909,0.8636,0.8627
65.0,2.4981,2.2909,0.8636,0.8629
66.0,2.4981,2.2909,0.8636,0.8627
67.0,2.4981,2.2909,0.8635,0.8627
68.0,2.4981,2.2909,0.8635,0.8626
69.0,2.4981,2.2909,0.8635,0.8627
70.0,2.4981,2.2909,0.8635,0.8627
71.0,2.4981,2.2909,0.8636,0.8627
72.0,2.4981,2.2909,0.8636,0.8626
73.0,2.4981,2.2909,0.8636,0.8628
74.0,2.4981,2.2909,0.8635,0.8627
75.0,2.4981,2.2909,0.8636,0.8628
76.0,2.4981,2.2909,0.8635,0.8628
77.0,2.4981,2.2909,0.8636,0.8628
78.0,2.4981,2.2909,0.8636,0.8629
79.0,2.498,2.2909,0.8636,0.8629
80.0,2.498,2.2909,0.8636,0.8628
81.0,2.498,2.2909,0.8636,0.8629
82.0,2.498,2.2909,0.8637,0.8629
83.0,2.498,2.2909,0.8636,0.8629
84.0,2.498,2.2909,0.8637,0.863
85.0,2.498,2.2909,0.8637,0.863
86.0,2.498,2.2908,0.8636,0.8629
87.0,2.498,2.2908,0.8637,0.8629
