iteration,C_train,C_test,train_error,test_error
1.0,2.5136,2.3054,0.8775,0.8751
2.0,2.513,2.3048,0.8766,0.874
3.0,2.5119,2.3037,0.8754,0.8734
4.0,2.5111,2.3029,0.8718,0.8705
5.0,2.5104,2.3022,0.8726,0.8702
6.0,2.5096,2.3015,0.8733,0.8713
7.0,2.5087,2.3006,0.8726,0.8709
8.0,2.5079,2.2998,0.8726,0.8708
9.0,2.5072,2.299,0.8712,0.8695
10.0,2.5065,2.2984,0.8731,0.8707
11.0,2.5058,2.2976,0.8735,0.8718
12.0,2.505,2.2969,0.872,0.8708
13.0,2.5041,2.296,0.8691,0.8665
14.0,2.5033,2.2952,0.8662,0.8642
15.0,2.5026,2.2945,0.8643,0.8621
16.0,2.5018,2.2937,0.8634,0.8613
17.0,2.5011,2.293,0.8629,0.861
18.0,2.5002,2.2921,0.8627,0.8609
19.0,2.4994,2.2913,0.8619,0.8599
20.0,2.4987,2.2906,0.8616,0.8599
21.0,2.498,2.2899,0.8614,0.8606
22.0,2.4974,2.2893,0.861,0.8604
23.0,2.4967,2.2886,0.8601,0.8598
24.0,2.4959,2.2878,0.8611,0.8608
25.0,2.4951,2.287,0.8602,0.8596
26.0,2.4942,2.2861,0.8604,0.8599
27.0,2.4935,2.2854,0.8601,0.8601
28.0,2.4928,2.2847,0.8612,0.8609
29.0,2.4921,2.284,0.8612,0.8609
30.0,2.4913,2.2832,0.8601,0.8598
31.0,2.4905,2.2824,0.8608,0.8603
32.0,2.4898,2.2817,0.8632,0.8631
33.0,2.489,2.2809,0.8646,0.8646
34.0,2.4883,2.2802,0.8644,0.8649
35.0,2.4876,2.2795,0.8629,0.8628
36.0,2.487,2.2789,0.8624,0.8623
37.0,2.4864,2.2783,0.8616,0.8616
38.0,2.4857,2.2775,0.8608,0.8608
39.0,2.4849,2.2768,0.8598,0.8596
40.0,2.4841,2.2761,0.8582,0.8583
41.0,2.4834,2.2754,0.856,0.8567
42.0,2.4826,2.2745,0.8575,0.8573
43.0,2.4819,2.2738,0.8555,0.8556
44.0,2.4812,2.2732,0.8581,0.8575
45.0,2.4805,2.2724,0.8558,0.8559
46.0,2.4796,2.2716,0.8552,0.8551
47.0,2.479,2.2709,0.8589,0.8583
