iteration,C_train,C_test,train_error,test_error
1.0,2.5206,2.3129,0.9056,0.906
2.0,2.52,2.3123,0.905,0.9055
3.0,2.5194,2.3116,0.9048,0.9057
4.0,2.5187,2.3109,0.9047,0.9056
5.0,2.5182,2.3105,0.9037,0.9047
6.0,2.5177,2.31,0.9046,0.9053
7.0,2.5173,2.3095,0.9036,0.9049
8.0,2.5166,2.3089,0.904,0.9048
9.0,2.5161,2.3084,0.9042,0.9054
10.0,2.5156,2.3079,0.9042,0.9054
11.0,2.5149,2.3072,0.9048,0.9069
12.0,2.5143,2.3066,0.9054,0.9079
13.0,2.5138,2.3061,0.9056,0.9086
14.0,2.5132,2.3055,0.905,0.908
15.0,2.5126,2.3049,0.9049,0.9074
16.0,2.5121,2.3044,0.9048,0.9079
17.0,2.5115,2.3038,0.9047,0.908
18.0,2.511,2.3033,0.905,0.9076
19.0,2.5104,2.3027,0.905,0.9077
20.0,2.51,2.3023,0.9049,0.9075
21.0,2.5095,2.3018,0.9058,0.9077
22.0,2.509,2.3013,0.9063,0.9081
23.0,2.5085,2.3008,0.9058,0.9077
24.0,2.5079,2.3002,0.9057,0.9081
25.0,2.5074,2.2997,0.906,0.9082
26.0,2.5069,2.2993,0.906,0.9082
27.0,2.5064,2.2987,0.9063,0.9085
28.0,2.5059,2.2982,0.9061,0.9086
29.0,2.5053,2.2977,0.906,0.9086
30.0,2.5047,2.297,0.906,0.9081
31.0,2.5042,2.2965,0.9055,0.908
32.0,2.5037,2.296,0.9054,0.9078
33.0,2.5032,2.2955,0.9056,0.9081
34.0,2.5028,2.2951,0.9058,0.9081
35.0,2.5023,2.2946,0.9054,0.9074
36.0,2.5018,2.2941,0.9054,0.9088
37.0,2.5013,2.2936,0.9047,0.9084
38.0,2.5008,2.2931,0.905,0.9085
39.0,2.5003,2.2926,0.9043,0.9081
40.0,2.4998,2.2922,0.9034,0.9069
41.0,2.4993,2.2916,0.9035,0.9074
42.0,2.4988,2.2911,0.9026,0.9063
43.0,2.4983,2.2907,0.9025,0.9049
44.0,2.4978,2.2901,0.902,0.9041
45.0,2.4973,2.2896,0.9013,0.9036
46.0,2.4967,2.2891,0.9004,0.9028
47.0,2.4962,2.2886,0.8994,0.901
48.0,2.4958,2.2881,0.8975,0.8988
49.0,2.4953,2.2876,0.8962,0.8978
50.0,2.4947,2.2871,0.8956,0.8971
51.0,2.4943,2.2866,0.8941,0.8947
52.0,2.4938,2.2861,0.8936,0.8945
53.0,2.4932,2.2856,0.8912,0.8916
54.0,2.4927,2.2851,0.8872,0.8874
55.0,2.4922,2.2846,0.8842,0.8848
56.0,2.4918,2.2841,0.8858,0.886
57.0,2.4912,2.2836,0.8819,0.8815
58.0,2.4908,2.2831,0.8797,0.8804
59.0,2.4903,2.2826,0.8793,0.8788
60.0,2.4897,2.2821,0.8756,0.875
61.0,2.4892,2.2816,0.8727,0.8726
62.0,2.4887,2.281,0.8698,0.8692
63.0,2.4882,2.2805,0.8737,0.8734
64.0,2.4876,2.2799,0.8719,0.8713
65.0,2.487,2.2794,0.8724,0.8718
66.0,2.4865,2.2789,0.8708,0.8692
67.0,2.486,2.2784,0.8656,0.8638
68.0,2.4856,2.2779,0.8599,0.8589
69.0,2.4851,2.2774,0.8593,0.8587
70.0,2.4846,2.2769,0.8574,0.8569
71.0,2.484,2.2763,0.856,0.8556
72.0,2.4835,2.2758,0.8571,0.858
73.0,2.483,2.2753,0.8581,0.858
74.0,2.4825,2.2748,0.8508,0.8495
75.0,2.482,2.2743,0.8467,0.8449
76.0,2.4815,2.2738,0.8465,0.8459
77.0,2.4811,2.2734,0.8475,0.8466
78.0,2.4806,2.2729,0.8419,0.8415
79.0,2.4801,2.2724,0.8385,0.8389
80.0,2.4795,2.2718,0.8322,0.833
81.0,2.479,2.2713,0.8315,0.8324
82.0,2.4784,2.2707,0.8366,0.8375
83.0,2.4779,2.2702,0.8321,0.8337
84.0,2.4774,2.2697,0.842,0.8429
85.0,2.4769,2.2692,0.8432,0.8435
86.0,2.4764,2.2687,0.837,0.8386
87.0,2.4759,2.2681,0.8314,0.8342
88.0,2.4753,2.2676,0.8306,0.8329
89.0,2.4748,2.2671,0.8268,0.8293
90.0,2.4743,2.2666,0.8218,0.8253
91.0,2.4738,2.266,0.8176,0.8224
92.0,2.4732,2.2655,0.8133,0.8159
93.0,2.4727,2.265,0.8071,0.8089
94.0,2.4722,2.2645,0.805,0.8058
95.0,2.4716,2.2639,0.8036,0.805
96.0,2.4711,2.2634,0.8012,0.8009
97.0,2.4706,2.2629,0.7966,0.7948
98.0,2.47,2.2623,0.7958,0.7932
99.0,2.4695,2.2618,0.8022,0.8017
100.0,2.469,2.2612,0.8045,0.8027
101.0,2.4685,2.2608,0.8001,0.7991
102.0,2.468,2.2602,0.8041,0.8039
103.0,2.4675,2.2597,0.8016,0.8009
104.0,2.4669,2.2591,0.7989,0.7969
105.0,2.4664,2.2586,0.7988,0.7965
106.0,2.4659,2.2581,0.795,0.7937
107.0,2.4653,2.2576,0.8002,0.7988
108.0,2.4647,2.257,0.797,0.7946
109.0,2.4642,2.2565,0.7982,0.7969
110.0,2.4638,2.256,0.7985,0.7976
111.0,2.4632,2.2554,0.8013,0.8017
112.0,2.4626,2.2548,0.7971,0.7972
113.0,2.462,2.2542,0.7997,0.7989
114.0,2.4615,2.2537,0.8126,0.81
115.0,2.4609,2.2531,0.8172,0.8153
116.0,2.4603,2.2526,0.8118,0.8093
117.0,2.4598,2.252,0.8101,0.8095
118.0,2.4593,2.2515,0.8055,0.8045
119.0,2.4587,2.2509,0.8058,0.8048
120.0,2.4582,2.2504,0.7984,0.7978
121.0,2.4576,2.2499,0.8015,0.8016
122.0,2.457,2.2492,0.8008,0.7999
123.0,2.4564,2.2486,0.8014,0.8012
124.0,2.4559,2.2481,0.8077,0.8057
125.0,2.4554,2.2476,0.8053,0.8042
126.0,2.4548,2.247,0.7986,0.8006
127.0,2.4542,2.2464,0.7953,0.7961
128.0,2.4536,2.2458,0.7938,0.7953
129.0,2.4531,2.2453,0.7909,0.7923
130.0,2.4525,2.2447,0.7826,0.7847
131.0,2.452,2.2442,0.7852,0.7885
132.0,2.4515,2.2437,0.7817,0.7838
133.0,2.4509,2.243,0.7827,0.7842
134.0,2.4503,2.2425,0.7827,0.7851
135.0,2.4497,2.2419,0.7753,0.7768
136.0,2.4491,2.2413,0.7754,0.7761
137.0,2.4485,2.2407,0.7708,0.7719
138.0,2.4479,2.2401,0.7647,0.7636
139.0,2.4473,2.2395,0.7659,0.7666
140.0,2.4468,2.2389,0.7658,0.7654
141.0,2.4462,2.2383,0.7707,0.7722
142.0,2.4456,2.2377,0.7668,0.7674
143.0,2.4449,2.2371,0.7654,0.7677
144.0,2.4443,2.2365,0.7666,0.7665
145.0,2.4437,2.2358,0.7641,0.7632
146.0,2.4431,2.2353,0.7561,0.7522
147.0,2.4426,2.2347,0.753,0.7481
148.0,2.4419,2.2341,0.7515,0.7482
149.0,2.4413,2.2334,0.7474,0.7423
150.0,2.4407,2.2328,0.7476,0.745
151.0,2.4401,2.2322,0.7493,0.7466
152.0,2.4395,2.2316,0.7556,0.7552
153.0,2.4389,2.231,0.7524,0.7512
154.0,2.4383,2.2304,0.752,0.7515
155.0,2.4377,2.2298,0.7503,0.7483
156.0,2.4372,2.2293,0.7539,0.7538
157.0,2.4366,2.2287,0.7552,0.754
158.0,2.436,2.2281,0.7576,0.7578
159.0,2.4353,2.2274,0.757,0.7564
160.0,2.4347,2.2268,0.7572,0.7566
161.0,2.4341,2.2262,0.7592,0.7577
162.0,2.4335,2.2256,0.7584,0.7564
163.0,2.4328,2.2249,0.757,0.7555
164.0,2.4322,2.2242,0.7596,0.7583
165.0,2.4315,2.2236,0.7569,0.756
166.0,2.4308,2.2229,0.7531,0.7517
167.0,2.4302,2.2223,0.7519,0.751
168.0,2.4295,2.2216,0.7481,0.7465
169.0,2.4288,2.2209,0.7446,0.7432
170.0,2.4281,2.2202,0.741,0.7391
171.0,2.4275,2.2195,0.7443,0.7419
172.0,2.4269,2.2189,0.742,0.7401
173.0,2.4262,2.2182,0.7394,0.7365
174.0,2.4256,2.2176,0.7449,0.7408
175.0,2.425,2.217,0.7465,0.7429
176.0,2.4243,2.2163,0.7446,0.7402
177.0,2.4236,2.2156,0.7426,0.7386
178.0,2.4229,2.2149,0.7315,0.7277
179.0,2.4222,2.2142,0.7288,0.7273
180.0,2.4214,2.2134,0.7217,0.7185
181.0,2.4208,2.2128,0.7155,0.7112
182.0,2.4202,2.2122,0.7121,0.7054
183.0,2.4195,2.2115,0.7089,0.7016
184.0,2.4187,2.2107,0.696,0.6898
185.0,2.418,2.21,0.6802,0.6722
186.0,2.4173,2.2093,0.6701,0.6623
187.0,2.4168,2.2088,0.6814,0.6754
188.0,2.416,2.208,0.6821,0.6747
189.0,2.4153,2.2073,0.6718,0.6636
190.0,2.4146,2.2066,0.674,0.6653
191.0,2.414,2.2059,0.6687,0.6634
192.0,2.4133,2.2053,0.6657,0.6581
193.0,2.4126,2.2046,0.6682,0.6626
194.0,2.4119,2.2039,0.6588,0.649
195.0,2.4112,2.2031,0.659,0.6508
196.0,2.4105,2.2025,0.6616,0.654
197.0,2.4098,2.2018,0.6465,0.6386
198.0,2.4091,2.2011,0.6387,0.6328
199.0,2.4084,2.2003,0.6312,0.6265
200.0,2.4077,2.1996,0.6262,0.6208
201.0,2.407,2.1989,0.6173,0.6135
202.0,2.4063,2.1982,0.614,0.6102
203.0,2.4056,2.1975,0.6146,0.6097
204.0,2.4048,2.1967,0.6019,0.5975
205.0,2.404,2.1959,0.6002,0.5986
206.0,2.4033,2.1952,0.5979,0.5953
207.0,2.4026,2.1944,0.5984,0.5952
208.0,2.4018,2.1936,0.5995,0.5985
209.0,2.401,2.1928,0.5944,0.5945
210.0,2.4002,2.1921,0.5899,0.5889
211.0,2.3995,2.1914,0.584,0.5836
212.0,2.3986,2.1904,0.5801,0.5789
213.0,2.3979,2.1898,0.5797,0.5769
214.0,2.3972,2.189,0.5762,0.5743
215.0,2.3964,2.1882,0.569,0.5664
216.0,2.3956,2.1874,0.5646,0.561
217.0,2.3947,2.1865,0.5632,0.5605
218.0,2.3939,2.1858,0.5602,0.5581
219.0,2.3932,2.185,0.5658,0.5627
220.0,2.3924,2.1842,0.5559,0.552
221.0,2.3915,2.1833,0.56,0.5586
222.0,2.3907,2.1825,0.5632,0.5609
223.0,2.39,2.1818,0.5731,0.5692
224.0,2.3892,2.181,0.5606,0.5573
225.0,2.3884,2.1801,0.5485,0.545
226.0,2.3875,2.1793,0.5499,0.5472
227.0,2.3867,2.1785,0.5456,0.5438
228.0,2.3859,2.1776,0.5464,0.5438
229.0,2.385,2.1768,0.5481,0.5464
230.0,2.3842,2.1759,0.5547,0.5549
231.0,2.3834,2.1752,0.5558,0.5547
232.0,2.3825,2.1742,0.5464,0.5442
233.0,2.3816,2.1733,0.5498,0.5475
234.0,2.3808,2.1725,0.5474,0.5462
235.0,2.3799,2.1716,0.5453,0.5434
236.0,2.3791,2.1708,0.5477,0.5444
237.0,2.3782,2.1699,0.5427,0.5377
238.0,2.3774,2.169,0.5402,0.5373
239.0,2.3765,2.1681,0.5338,0.5304
240.0,2.3756,2.1672,0.5363,0.5325
241.0,2.3747,2.1663,0.5379,0.5356
242.0,2.3738,2.1654,0.5358,0.5318
243.0,2.373,2.1645,0.5373,0.5346
244.0,2.372,2.1636,0.5339,0.5299
245.0,2.3712,2.1627,0.5314,0.527
246.0,2.3703,2.1619,0.5296,0.525
247.0,2.3694,2.161,0.5306,0.5274
248.0,2.3685,2.1601,0.5302,0.5276
249.0,2.3677,2.1593,0.5294,0.5267
250.0,2.3666,2.1582,0.529,0.5272
251.0,2.3656,2.1572,0.528,0.5259
252.0,2.3646,2.1562,0.5334,0.5296
253.0,2.3637,2.1552,0.531,0.5279
254.0,2.3628,2.1543,0.5286,0.5249
255.0,2.3619,2.1534,0.5268,0.5242
256.0,2.361,2.1525,0.5282,0.5244
257.0,2.36,2.1515,0.5261,0.523
258.0,2.3591,2.1505,0.5227,0.5211
259.0,2.3581,2.1496,0.526,0.5242
260.0,2.3572,2.1487,0.5258,0.5217
261.0,2.3561,2.1476,0.5269,0.5224
262.0,2.3551,2.1466,0.526,0.5234
263.0,2.3543,2.1457,0.5239,0.5213
264.0,2.3531,2.1446,0.5275,0.525
265.0,2.3519,2.1433,0.5302,0.528
266.0,2.351,2.1423,0.5302,0.5281
267.0,2.3499,2.1413,0.5332,0.5311
268.0,2.3489,2.1403,0.5382,0.5374
269.0,2.3479,2.1392,0.5409,0.541
270.0,2.3469,2.1383,0.5428,0.542
271.0,2.3458,2.1372,0.546,0.5456
272.0,2.3448,2.1361,0.5465,0.546
273.0,2.3438,2.1351,0.5429,0.5439
274.0,2.3428,2.1341,0.544,0.5451
275.0,2.3419,2.1332,0.5359,0.5365
276.0,2.3408,2.1321,0.5385,0.5396
277.0,2.3398,2.1311,0.5414,0.5429
278.0,2.3388,2.13,0.5438,0.5459
279.0,2.3377,2.129,0.5476,0.5499
280.0,2.3367,2.128,0.5458,0.5485
281.0,2.3357,2.1268,0.5484,0.5505
282.0,2.3346,2.1258,0.5472,0.5492
283.0,2.3335,2.1247,0.5481,0.5497
284.0,2.3323,2.1235,0.5455,0.5478
285.0,2.3312,2.1223,0.5464,0.5479
286.0,2.3302,2.1213,0.5432,0.5445
287.0,2.3291,2.1202,0.5405,0.5402
288.0,2.328,2.1191,0.5405,0.5402
