iteration,C_train,C_test,train_error,test_error
1.0,2.5668,2.3559,0.8994,0.8992
2.0,2.5665,2.3556,0.8994,0.8992
3.0,2.5662,2.3553,0.8995,0.8994
4.0,2.5658,2.3549,0.8996,0.8992
5.0,2.5652,2.3544,0.8997,0.8994
6.0,2.5648,2.354,0.8999,0.8999
7.0,2.5648,2.354,0.8998,0.8998
8.0,2.5647,2.3539,0.8998,0.8999
9.0,2.5642,2.3535,0.9,0.9
10.0,2.5638,2.3531,0.9001,0.8999
11.0,2.5633,2.3527,0.9003,0.9003
12.0,2.563,2.3524,0.9004,0.9005
13.0,2.5625,2.3519,0.9006,0.9005
14.0,2.5623,2.3518,0.9006,0.9005
15.0,2.5623,2.3517,0.9006,0.9005
16.0,2.5621,2.3516,0.9006,0.9006
17.0,2.5618,2.3512,0.9008,0.9011
18.0,2.5615,2.351,0.9009,0.9012
19.0,2.5613,2.3508,0.901,0.9011
20.0,2.5613,2.3508,0.901,0.9011
21.0,2.5612,2.3508,0.9009,0.9011
22.0,2.561,2.3505,0.901,0.9013
23.0,2.5605,2.3501,0.9013,0.9016
24.0,2.5604,2.35,0.9014,0.9016
25.0,2.5602,2.3498,0.9014,0.9016
26.0,2.56,2.3496,0.9014,0.9014
27.0,2.5599,2.3495,0.9013,0.9013
28.0,2.5595,2.3491,0.9018,0.9014
29.0,2.5592,2.3489,0.902,0.9016
30.0,2.5587,2.3484,0.9026,0.9024
31.0,2.5583,2.348,0.9031,0.9017
32.0,2.558,2.3478,0.9034,0.9021
33.0,2.5579,2.3477,0.9034,0.9019
34.0,2.5573,2.3472,0.904,0.9022
35.0,2.557,2.3469,0.9041,0.9023
36.0,2.5567,2.3466,0.9047,0.9031
37.0,2.5568,2.3467,0.9042,0.9027
38.0,2.5567,2.3466,0.9043,0.9028
39.0,2.5566,2.3465,0.9046,0.9028
40.0,2.5562,2.3461,0.9052,0.9045
41.0,2.5559,2.3459,0.9056,0.905
42.0,2.5555,2.3455,0.9064,0.9059
43.0,2.5549,2.3449,0.9084,0.9082
44.0,2.5546,2.3447,0.9088,0.9086
45.0,2.5545,2.3446,0.909,0.9085
46.0,2.5539,2.3441,0.9104,0.9099
47.0,2.5535,2.3437,0.9113,0.9109
48.0,2.5533,2.3435,0.9119,0.9113
49.0,2.553,2.3432,0.9131,0.9127
50.0,2.5528,2.3431,0.9135,0.9129
51.0,2.5529,2.3431,0.913,0.9128
52.0,2.5528,2.343,0.9129,0.9127
53.0,2.5526,2.3428,0.9134,0.9129
54.0,2.5524,2.3426,0.9142,0.9133
55.0,2.5521,2.3423,0.9152,0.9149
56.0,2.5518,2.3421,0.916,0.9152
57.0,2.5518,2.3421,0.916,0.9152
58.0,2.5513,2.3417,0.9176,0.9176
59.0,2.551,2.3414,0.9189,0.9177
60.0,2.5508,2.3412,0.9194,0.9182
61.0,2.5507,2.3411,0.9198,0.9186
62.0,2.5504,2.3408,0.9207,0.9196
63.0,2.5499,2.3404,0.9236,0.9219
64.0,2.5496,2.34,0.9252,0.9238
65.0,2.5495,2.34,0.925,0.9234
66.0,2.5493,2.3398,0.9262,0.9245
67.0,2.549,2.3395,0.9275,0.9256
68.0,2.5487,2.3393,0.9288,0.9262
69.0,2.5486,2.3391,0.9294,0.9265
70.0,2.5482,2.3388,0.9308,0.9282
71.0,2.548,2.3386,0.9317,0.9296
72.0,2.5479,2.3385,0.9321,0.9302
73.0,2.5477,2.3383,0.9334,0.9314
74.0,2.5476,2.3382,0.9335,0.9314
75.0,2.5474,2.3381,0.9338,0.9318
76.0,2.5473,2.3379,0.9345,0.9323
77.0,2.5472,2.3378,0.9342,0.932
78.0,2.5472,2.3378,0.9335,0.9315
79.0,2.547,2.3377,0.9341,0.932
80.0,2.5469,2.3376,0.9343,0.9323
81.0,2.5468,2.3375,0.9349,0.9325
82.0,2.5464,2.337,0.9381,0.9363
83.0,2.5462,2.3369,0.9392,0.9378
84.0,2.5461,2.3368,0.9393,0.9376
85.0,2.546,2.3367,0.9394,0.9377
86.0,2.5458,2.3366,0.9398,0.9381
